Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
165,Michael Del Zotto,19,NYR,D,80,9,28,37,-20,32,5.2,5,4,0,1,10,18,0,81,11.1,1518,18:58:00,92,162,0,0,
263,Alex Goligoski,24,PIT,D,69,8,29,37,7,22,6.5,6,2,0,0,14,15,0,98,8.2,1478,21:25,93,48,0,0,
274,Andy Greene,27,NJD,D,78,6,31,37,9,14,8,2,4,0,4,19,11,1,86,7,1836,23:32,155,55,0,0,
421,Daymond Langkow,33,CGY,C,72,14,23,37,2,30,3.4,12,1,1,2,13,8,2,126,11.1,1362,18:55,55,80,488,630,43.6
429,Guillaume Latendresse,22,MIN,RW,55,25,12,37,1,12,5.4,18,7,0,4,11,1,0,133,18.8,905,16:28,15,110,1,8,11.1
534,Peter Mueller,21,TOT,C,69,13,24,37,-1,16,3.7,9,4,0,2,17,7,0,124,10.5,965,13:59,12,39,18,25,41.9
661,Brian Rolston,36,NJD,C,80,20,17,37,2,22,4.2,13,7,0,3,11,6,0,232,8.6,1354,16:56,19,91,32,31,50.8
761,Cory Stillman,36,FLA,LW,58,15,22,37,-3,22,3.7,12,3,0,4,16,6,0,126,11.9,1019,17:34,22,66,18,11,62.1
773,Marco Sturm,31,BOS,LW,76,22,15,37,14,30,5,17,4,1,2,9,6,0,203,10.8,1275,16:46,24,69,2,9,18.2
777,Ryan Suter,25,NSH,D,82,4,33,37,4,48,6.8,2,2,0,1,18,15,0,125,3.2,1966,23:59,112,55,0,1,0
792,Alex Tanguay,30,TBL,LW,80,10,27,37,-2,32,2.8,7,3,0,2,23,4,0,91,11,1263,15:47,30,42,11,13,45.8
82,Derick Brassard,22,CBJ,C,79,9,27,36,-17,48,2,5,4,0,0,21,6,0,125,7.2,1180,14:57,11,97,210,293,41.7
322,Shawn Horcoff,31,EDM,C,77,13,23,36,-29,51,1.5,9,4,0,1,15,6,2,123,10.6,1496,19:26,62,33,609,707,46.3
346,Jack Johnson,23,LAK,D,80,8,28,36,-15,48,5.4,5,3,0,0,18,10,0,130,6.2,1809,22:37,85,143,0,0,
411,Nikolai Kulemin,23,TOR,LW,78,16,20,36,0,16,3.2,15,0,1,3,18,2,0,145,11,1277,16:22,41,136,27,39,40.9
574,Steve Ott,27,DAL,C,73,22,14,36,-14,153,3.5,13,8,1,2,10,3,1,146,15.1,1202,16:28,19,251,200,152,56.8
711,Devin Setoguchi,23,SJS,RW,70,20,16,36,0,19,4,12,8,0,4,14,2,0,165,12.1,1071,15:18,18,124,3,7,30
806,Raffi Torres,28,TOT,LW,74,19,17,36,-11,34,3.7,12,7,0,3,14,3,0,120,15.8,1001,13:32,15,84,18,32,36
23,Josh Bailey,20,NYI,C,73,16,19,35,5,18,3.7,12,3,1,2,12,7,0,112,14.3,1106,15:09,36,67,171,255,40.1
33,Eric Belanger,32,MIN,C,60,13,22,35,-1,28,3.7,10,3,0,3,16,6,0,120,10.8,945,15:45,20,36,416,306,57.6
113,Matt Carle,25,PHI,D,80,6,29,35,19,16,8.2,4,2,0,1,17,12,0,137,4.4,1871,23:23,137,35,0,0,
138,Blake Comeau,23,NYI,RW,61,17,18,35,-2,40,3.8,16,0,1,2,12,3,3,133,12.8,940,15:25,31,111,10,11,47.6
221,Valtteri Filppula,25,DET,C,55,11,24,35,-4,24,3.2,9,1,1,1,16,7,1,114,9.6,1003,18:14,25,34,292,266,52.3
270,Mikhail Grabovski,26,TOR,C,59,10,25,35,3,10,3.1,7,2,1,3,22,3,0,126,7.9,991,16:48,27,26,366,369,49.8
351,Olli Jokinen,31,CGY,C,56,11,24,35,2,53,3.4,9,2,0,2,17,7,0,162,6.8,1036,18:30,18,57,364,375,49.3
462,Clarke MacArthur,24,TOT,LW,81,16,19,35,-16,49,2.7,11,4,1,3,15,4,0,129,12.4,1190,14:42,32,61,66,85,43.7
671,Tuomo Ruutu,26,CAR,C,54,14,21,35,-4,50,3.6,9,5,0,1,14,7,0,122,11.5,885,16:23,12,152,19,28,40.4
813,James van Riemsdyk,20,PHI,LW,78,15,20,35,-1,30,3.8,11,4,0,6,17,3,0,173,8.7,1011,12:58,21,37,0,2,0
38,Marc-Andre Bergeron,29,MTL,D,60,13,21,34,-7,16,5.7,6,7,0,4,6,15,0,123,10.6,904,15:04,47,57,0,0,
101,Dustin Byfuglien,24,CHI,D,82,17,17,34,-7,94,6.1,11,6,0,3,12,5,0,211,8.1,1346,16:25,38,215,1,1,50
121,Jason Chimera,30,TOT,LW,78,15,19,34,-1,98,3,14,1,0,1,19,0,0,160,9.4,1068,13:42,16,78,22,18,55
128,Dan Cleary,31,DET,LW,64,15,19,34,-3,29,3.4,13,2,0,2,14,5,0,140,10.7,1103,17:14,25,119,59,60,49.6
357,Ed Jovanovski,33,PHX,D,66,10,24,34,-12,55,5.5,5,5,0,2,13,9,2,117,8.5,1428,21:38,106,105,0,1,0
451,Bryan Little,22,ATL,C,79,13,21,34,-6,20,2.4,10,3,0,1,18,3,0,165,7.9,1244,15:45,18,45,68,86,44.2
476,Andrei Markov,31,MTL,D,45,6,28,34,11,32,6.6,2,4,0,1,15,12,1,85,7.1,1071,23:48,61,47,0,0,
508,Milan Michalek,25,OTT,RW,66,22,12,34,-12,18,3.6,12,8,2,3,8,4,0,163,13.5,1205,18:15,30,77,4,4,50
561,Patrick O'Sullivan,24,EDM,C,73,11,23,34,-35,32,1.2,7,3,1,3,14,9,0,191,5.8,1279,17:31,51,32,71,124,36.4
747,Drew Stafford,24,BUF,RW,71,14,20,34,4,35,3.5,9,5,0,1,14,6,0,181,7.7,1027,14:28,15,59,41,45,47.7
768,Anton Stralman,23,CBJ,D,73,6,28,34,-17,37,4.4,2,4,0,0,10,18,0,121,5,1496,20:29,55,63,0,0,
835,Joel Ward,29,NSH,RW,71,13,21,34,-5,18,2.8,9,3,1,1,20,1,0,134,9.7,1246,17:33,62,42,31,50,38.3
259,Curtis Glencross,27,CGY,LW,67,15,18,33,11,58,4,10,2,3,2,15,2,1,117,12.8,1053,15:43,28,78,9,14,39.1
282,Niklas Hagman,30,TOR,LW,55,20,13,33,-3,23,3.9,16,4,0,1,11,2,0,148,13.5,888,16:09,20,26,10,21,32.3
295,Martin Hanzal,22,PHX,C,81,11,22,33,0,104,2.3,9,2,0,0,18,4,0,147,7.5,1497,18:29,41,171,552,536,50.7
396,Andrei Kostitsyn,24,MTL,LW,59,15,18,33,1,32,3.8,9,6,0,2,15,3,0,136,11,943,15:59,17,102,1,5,16.7
468,Manny Malhotra,29,SJS,C,71,14,19,33,17,41,3.7,12,2,0,4,13,6,0,111,12.6,1109,15:37,38,66,415,249,62.5
551,Owen Nolan,37,MIN,RW,73,16,17,33,-12,40,2.9,11,4,1,3,12,5,0,151,10.6,1212,16:36,20,51,184,206,47.2
673,Michael Ryder,29,BOS,RW,82,18,15,33,3,35,3.7,11,7,0,1,12,3,0,191,9.4,1254,15:18,24,108,2,13,13.3
687,Marc Savard,32,BOS,C,41,10,23,33,2,14,3.6,4,6,0,2,12,11,0,90,11.1,762,18:35,11,13,307,320,49
87,Kyle Brodziak,25,MIN,C,82,9,23,32,-3,22,2.3,9,0,0,3,20,3,0,140,6.4,1257,15:20,52,69,484,517,48.4
136,Carlo Colaiacovo,27,STL,D,67,7,25,32,8,60,6.3,2,4,1,1,21,3,1,74,9.5,1159,17:18,52,52,1,0,100
164,Nigel Dawes,24,CGY,LW,66,14,18,32,1,18,3.5,10,4,0,2,13,5,0,96,14.6,960,14:32:00,32,66,0,1,0
179,Chris Drury,33,NYR,C,77,14,18,32,-10,31,2.4,12,2,0,1,11,6,1,148,9.5,1369,17:47,97,67,638,568,52.9
187,Radek Dvorak,32,FLA,RW,76,14,18,32,-7,20,2.4,10,1,3,1,16,2,0,140,10,1325,17:26:00,52,50,3,14,17.6
373,Chris Kelly,29,OTT,C,81,15,17,32,-7,38,2.8,15,0,0,3,17,0,0,112,13.4,1212,14:58,44,65,403,476,45.8
413,Chris Kunitz,30,PIT,LW,50,13,19,32,3,39,3.5,10,2,1,0,14,5,0,131,9.9,822,16:26,15,106,6,9,40
606,Dion Phaneuf,24,TOT,D,81,12,20,32,1,83,7,7,5,0,3,9,11,0,225,5.3,1964,0:14,100,194,0,0,
624,Ryan Potulny,25,EDM,C,64,15,17,32,-21,28,2.4,7,7,1,2,13,3,1,152,9.9,1042,16:17,67,39,379,423,47.3
705,Dennis Seidenberg,28,TOT,D,79,4,28,32,6,39,6.4,2,2,0,1,20,7,1,153,2.6,1811,22:55,215,166,0,1,0
801,Keith Tkachuk,37,STL,LW,67,13,19,32,-2,56,3.4,8,5,0,1,13,5,1,120,10.8,905,13:30,13,98,389,306,56
809,Fedor Tyutin,26,CBJ,D,80,6,26,32,-7,49,5.4,3,3,0,2,11,15,0,149,4,1882,23:31,124,84,1,2,33.3
811,Scottie Upshall,26,PHX,RW,49,18,14,32,5,50,4.4,16,2,0,4,13,1,0,119,15.1,737,15:03,13,80,7,10,41.2
821,Lubomir Visnovsky,33,EDM,D,57,10,22,32,-4,16,5.4,6,4,0,1,9,13,0,78,12.8,1183,20:45,82,32,0,0,
19,Sean Avery,29,NYR,C,69,11,20,31,0,160,3.1,8,3,0,1,14,6,0,139,7.9,923,13:23,17,145,4,10,28.6
248,Tom Gilbert,27,EDM,D,82,5,26,31,-10,16,4.9,3,1,1,0,17,8,1,98,5.1,1839,22:25,162,52,0,0,
446,John-Michael Liles,29,COL,D,59,6,25,31,-2,30,4.5,3,3,0,2,8,17,0,96,6.3,1089,18:28,89,40,0,0,
587,Richard Park,33,NYI,C,81,9,22,31,-9,28,1.6,8,0,1,4,21,1,0,146,6.2,1276,15:45,56,39,536,504,51.5
806,Raffi Torres,28,CBJ,LW,60,19,12,31,-8,32,3.6,12,7,0,3,10,2,0,99,19.2,814,13:34,11,71,17,30,36.2
50,Rob Blake*,40,SJS,D,70,7,23,30,14,60,6.3,3,4,0,1,18,4,1,182,3.8,1495,21:21,114,68,0,0,
145,Matt Cooke,31,PIT,LW,79,15,15,30,17,106,3.4,13,2,0,1,13,1,1,105,14.3,1168,14:47,53,180,13,11,54.2
214,Ruslan Fedotenko,31,PIT,LW,80,11,19,30,-17,50,1.6,8,3,0,3,15,4,0,158,7,1172,14:39,46,129,10,18,35.7
219,Vernon Fiddler,29,PHX,C,76,8,22,30,13,46,2.9,5,0,3,1,22,0,0,119,6.7,1090,14:21,47,94,579,530,52.2
253,Mark Giordano,26,CGY,D,82,11,19,30,17,81,8,6,5,0,1,10,9,0,111,9.9,1709,20:50,124,151,0,0,
260,Marcel Goc,26,NSH,C,73,12,18,30,10,14,3.1,12,0,0,1,18,0,0,118,10.2,1072,14:41,26,51,475,437,52.1
518,Mike Modano*,39,DAL,C,59,14,16,30,-6,22,3,11,3,0,2,9,7,0,115,12.2,844,14:18,11,22,427,420,50.4
701,Brent Seabrook,24,CHI,D,78,4,26,30,20,59,6.9,4,0,0,2,18,6,2,129,3.1,1811,23:13,153,208,0,0,
758,Lee Stempniak,26,TOR,RW,62,14,16,30,-10,18,2.2,8,5,1,1,9,7,0,164,8.5,1109,17:53,20,71,9,16,36
852,Dennis Wideman,26,BOS,D,76,6,24,30,-14,34,5.5,4,2,0,2,11,11,2,146,4.1,1790,23:33,110,98,0,0,
863,James Wisniewski,25,ANA,D,69,3,27,30,-5,56,4.5,1,2,0,0,17,7,3,146,2.1,1680,24:21:00,102,129,0,0,
11,Colby Armstrong,27,ATL,RW,79,15,14,29,6,61,2.7,14,0,1,1,10,2,2,101,14.9,1169,14:48,29,74,10,10,50
70,Jay Bouwmeester,26,CGY,D,82,3,26,29,-4,48,5.8,2,1,0,0,13,11,2,130,2.3,2125,1:55,125,72,0,0,
419,Robert Lang,39,PHX,C,64,9,20,29,-4,28,2.4,6,3,0,1,11,9,0,84,10.7,965,15:05,21,30,372,351,51.5
493,Jay McClement,26,STL,C,82,11,18,29,0,22,2.1,11,0,0,3,16,0,2,109,10.1,1372,16:44,52,66,701,711,49.6
506,Glen Metropolit,35,MTL,C,69,16,13,29,-1,24,3.4,6,10,0,1,10,3,0,115,13.9,936,13:34,29,32,327,334,49.5
526,Derek Morris,31,TOT,D,76,4,25,29,2,37,6.1,2,2,0,0,14,11,0,120,3.3,1630,21:27,110,64,0,1,0
566,Rostislav Olesz,24,FLA,C,78,14,15,29,-4,28,2.4,11,3,0,3,12,3,0,178,7.9,1201,15:24,34,81,2,7,22.2
639,Kyle Quincey,24,COL,D,79,6,23,29,9,76,5.8,5,1,0,0,12,10,1,139,4.3,1865,23:37,143,115,0,1,0
650,Peter Regin,23,OTT,C,75,13,16,29,10,20,3.3,12,1,0,1,12,4,0,135,9.6,967,12:54,26,68,238,296,44.6
680,Sergei Samsonov,31,CAR,LW,72,14,15,29,-15,32,2.3,12,2,0,2,10,5,0,104,13.5,963,13:23,17,34,0,3,0
854,Justin Williams,28,LAK,RW,49,10,19,29,3,39,2.9,9,1,0,1,13,6,0,140,7.1,802,16:23,17,34,4,7,36.4
9,Artem Anisimov,21,NYR,C,82,12,16,28,-2,32,2.6,11,1,0,2,15,1,0,124,9.7,1058,12:54,41,45,310,380,44.9
17,Adrian Aucoin,36,PHX,D,82,8,20,28,2,56,6.3,7,1,0,2,9,11,0,144,5.6,1849,22:33,67,131,1,0,100
24,Keith Ballard,27,FLA,D,82,8,20,28,-7,88,5.1,7,1,0,1,11,8,1,90,8.9,1837,22:24,201,156,0,0,
135,Andrew Cogliano,22,EDM,C,82,10,18,28,-5,31,1.9,9,1,0,1,16,2,0,139,7.2,1162,14:11,28,76,160,211,43.1
327,Trent Hunter,29,NYI,RW,61,11,17,28,3,18,2.6,8,3,0,1,14,3,0,159,6.9,926,15:11,18,126,2,7,22.2
408,Filip Kuba,33,OTT,D,53,3,25,28,-5,28,4.3,1,2,0,0,16,9,0,90,3.3,1211,22:51,86,27,0,1,0
426,Chad Larose,27,CAR,RW,56,11,17,28,-2,24,2.6,10,0,1,0,17,0,0,138,8,879,15:42,14,115,2,10,16.7
523,Dominic Moore,29,TOT,C,69,10,18,28,-3,43,2.2,6,2,2,0,18,0,0,119,8.4,1024,14:50,34,57,365,298,55.1
625,Benoit Pouliot,23,TOT,LW,53,17,11,28,8,43,3.9,13,4,0,3,9,2,0,111,15.3,820,15:28,19,61,5,6,45.5
677,Sami Salo,35,VAN,D,68,9,19,28,14,18,5.9,3,6,0,3,10,7,2,119,7.6,1406,20:41,60,43,0,0,
851,Ryan Whitney,26,ANA,D,62,4,24,28,-6,48,4.1,1,3,0,0,14,10,0,107,3.7,1523,24:34:00,86,71,0,1,0
40,Niclas Bergfors,22,NJD,RW,54,13,14,27,-7,10,2.8,5,8,0,4,9,5,0,134,9.7,804,14:53,2,14,5,2,71.4
79,Tyler Bozak,23,TOR,C,37,8,19,27,-5,6,2.2,6,2,0,1,16,3,0,51,15.7,712,19:14,15,52,358,290,55.2
399,Ales Kotalik,31,TOT,RW,71,11,16,27,-17,67,1.8,6,5,0,4,4,12,0,172,6.4,1007,14:11,23,116,5,5,50
400,Ilya Kovalchuk,26,NJD,LW,27,10,17,27,9,8,3.5,8,2,0,1,11,6,0,111,9,585,21:40,4,17,2,5,28.6
441,Kris Letang,22,PIT,D,73,3,24,27,1,51,4.5,3,0,0,0,19,5,0,174,1.7,1574,21:34,95,116,0,0,
547,Robert Nilsson,25,EDM,C,60,11,16,27,-17,12,1.9,8,3,0,1,11,5,0,104,10.6,885,14:45,34,30,1,2,33.3
656,Brad Richardson,24,LAK,RW,81,11,16,27,1,37,2.3,10,0,1,4,15,0,1,148,7.4,1041,12:51,17,123,188,202,48.2
746,Marc Staal,23,NYR,D,82,8,19,27,11,44,7,8,0,0,2,19,0,0,78,10.3,1897,23:08,97,178,0,0,
879,Dainius Zubrus,31,NJD,RW,51,10,17,27,4,28,2.9,9,1,0,4,14,2,1,86,11.6,840,16:29,24,61,194,206,48.5
30,Francois Beauchemin,29,TOR,D,82,5,21,26,-13,33,3.9,1,4,0,1,15,6,0,170,2.9,2088,1:28,155,88,3,1,75
41,Patrik Berglund,21,STL,C,71,13,13,26,-5,16,2.5,7,6,0,4,10,3,0,129,10.1,959,13:30,11,70,220,284,43.7
49,Jason Blake,36,TOR,C,56,10,16,26,-4,26,2,8,2,0,2,13,3,0,170,5.9,887,15:50,22,36,19,34,35.8
124,Erik Christensen,26,TOT,C,58,8,18,26,11,26,2.8,7,1,0,1,15,3,0,86,9.3,861,14:51,16,52,329,345,48.8
124,Erik Christensen,26,NYR,C,49,8,18,26,14,24,3.1,7,1,0,1,15,3,0,77,10.4,758,15:28,13,46,308,315,49.4
227,Nick Foligno,22,OTT,LW,61,9,17,26,6,53,2.6,7,2,0,2,13,4,0,83,10.8,873,14:19,23,78,17,33,34
283,Ron Hainsey,28,ATL,D,80,5,21,26,-6,39,4.1,5,0,0,0,14,5,2,121,4.1,1771,22:08,148,42,0,0,
290,Roman Hamrlik,35,MTL,D,75,6,20,26,-2,56,5.5,4,2,0,1,12,7,1,100,6,1758,23:26,157,59,0,0,
367,Evander Kane,18,ATL,C,66,14,12,26,2,62,2.6,13,0,1,3,12,0,0,127,11,924,14:00,24,97,14,12,53.8
370,Erik Karlsson,19,OTT,D,60,5,21,26,-5,24,4.3,4,1,0,0,12,9,0,112,4.5,1207,20:07,48,43,0,0,
374,Tim Kennedy,23,BUF,LW,78,10,16,26,-3,50,2,9,1,0,3,15,1,0,98,10.2,1010,12:57,20,83,132,262,33.5
402,Vyacheslav Kozlov,37,ATL,LW,55,8,18,26,-15,33,1.4,5,3,0,1,9,9,0,113,7.1,840,15:16,10,17,6,9,40
439,Jordan Leopold,29,TOT,D,81,11,15,26,-2,28,5.5,10,1,0,3,14,1,0,95,11.6,1777,21:56,138,68,0,0,
462,Clarke MacArthur,24,BUF,LW,60,13,13,26,-14,47,2.1,10,3,0,3,9,4,0,99,13.1,862,14:22,20,47,61,80,43.3
560,Ryan O'Reilly,18,COL,C,81,8,18,26,4,18,1.2,6,0,2,2,18,0,0,135,5.9,1358,16:46,53,37,485,529,47.8
670,Jarkko Ruutu,34,OTT,LW,82,12,14,26,-2,121,2.2,12,0,0,1,12,1,1,106,11.3,1095,13:21,43,133,5,19,20.8
846,Ian White,25,TOR,D,56,9,17,26,1,39,4.9,7,2,0,1,14,3,0,130,6.9,1332,23:47,91,41,0,0,
848,Todd White,34,ATL,C,65,7,19,26,-11,24,1.2,5,2,0,3,11,8,0,92,7.6,991,15:15,28,31,401,344,53.8
375,Tyler Kennedy,23,PIT,C,64,13,12,25,10,31,3,12,1,0,4,12,0,0,175,7.4,805,12:35,12,66,27,37,42.2
526,Derek Morris,31,BOS,D,58,3,22,25,-2,26,4.9,1,2,0,0,12,10,0,95,3.2,1276,22:00,82,49,0,1,0
569,Brooks Orpik,29,PIT,D,73,2,23,25,6,64,4.5,2,0,0,0,21,1,1,61,3.3,1467,20:06,112,254,0,0,
695,Rob Schremp,23,NYI,C,44,7,18,25,-4,8,2.2,2,5,0,0,13,5,0,74,9.5,612,13:54,18,18,187,208,47.3
843,Kyle Wellwood,26,VAN,C,75,14,11,25,6,12,2.4,11,3,0,2,9,2,0,98,14.3,1040,13:52,18,30,390,335,53.8
16,Arron Asham,31,PHI,RW,72,10,14,24,-2,126,2.4,10,0,0,2,14,0,0,91,11,725,10:04,16,92,2,11,15.4
74,Dustin Boyd,23,TOT,C,78,11,13,24,6,19,2.5,11,0,0,3,10,2,1,112,9.8,954,12:14,42,80,244,228,51.7
80,Matt Bradley,31,WSH,RW,77,10,14,24,6,47,1.9,9,0,1,5,14,0,0,98,10.2,849,11:02,19,112,11,17,39.3
127,David Clarkson,25,NJD,RW,46,11,13,24,3,85,2.9,8,3,0,2,10,3,0,106,10.4,664,14:27,13,99,6,14,30
254,Dan Girardi,25,NYR,D,82,6,18,24,-2,53,5.2,4,1,1,1,15,3,0,108,5.6,1762,21:29,180,178,0,0,
288,Dan Hamhuis,27,NSH,D,78,5,19,24,4,49,5.1,5,0,0,0,18,1,0,115,4.3,1658,21:15,95,148,0,0,
307,Darren Helm,23,DET,C,75,11,13,24,-2,18,1.9,8,0,3,3,13,0,0,165,6.7,1087,14:30,48,185,437,428,50.5
590,Scott Parse,25,LAK,C,59,11,13,24,13,22,3.2,11,0,0,1,13,0,0,78,14.1,621,10:32,28,50,6,5,54.5
607,Chris Phillips,31,OTT,D,82,8,16,24,8,45,6.2,6,1,1,2,12,3,1,82,9.8,1833,22:21,142,97,0,0,
622,Tom Poti,32,WSH,D,70,4,20,24,26,42,4.7,2,2,0,0,16,4,0,69,5.8,1498,21:24,121,19,0,0,
625,Benoit Pouliot,23,MTL,LW,39,15,9,24,8,31,3.5,11,4,0,3,7,2,0,92,16.3,653,16:44,19,46,1,2,33.3
808,Darcy Tucker,34,COL,C,71,10,14,24,-3,47,1.9,7,3,0,1,7,7,0,73,13.7,860,12:07,24,87,29,16,64.4
37,Sean Bergenheim,25,NYI,LW,63,10,13,23,1,45,2,8,0,2,0,12,0,1,133,7.5,886,14:04,37,127,5,12,29.4
57,Zach Bogosian,19,ATL,D,81,10,13,23,-18,61,3.2,6,3,1,0,9,3,1,155,6.5,1734,21:25,124,196,0,0,
466,John Madden,36,CHI,C,79,10,13,23,-2,12,1.1,10,0,0,0,12,0,1,127,7.9,1217,15:25,58,59,613,543,53
515,John Mitchell,25,TOR,C,60,6,17,23,-7,31,1,5,1,0,1,13,2,2,90,6.7,949,15:49,40,87,244,233,51.2
522,Steve Montador,30,BUF,D,78,5,18,23,0,75,4.6,5,0,0,2,17,1,0,134,3.7,1333,17:06,81,54,0,1,0
636,Taylor Pyatt,28,PHX,LW,74,12,11,23,13,39,2.7,11,1,0,3,10,1,0,121,9.9,996,13:27,29,113,0,1,0
667,Michal Rozsival,31,NYR,D,82,3,20,23,3,78,5.2,2,1,0,1,16,3,1,80,3.8,1758,21:26,130,136,1,0,100
697,Jeff Schultz,23,WSH,D,73,3,20,23,50,32,6.4,3,0,0,0,20,0,0,43,7,1450,19:52,126,64,0,0,
705,Dennis Seidenberg,28,FLA,D,62,2,21,23,-3,33,3.9,1,1,0,0,13,7,1,116,1.7,1420,22:55,179,133,0,1,0
42,Steve Bernier,24,VAN,RW,59,11,11,22,0,21,1.9,8,3,0,0,10,1,0,95,11.6,836,14:10,32,105,7,27,20.6
46,Kevin Bieksa,28,VAN,D,55,3,19,22,-5,85,2.9,2,1,0,0,13,6,0,95,3.2,1200,21:49,59,70,0,0,
110,Daniel Carcillo,25,PHI,LW,76,12,10,22,5,207,2.5,11,1,0,1,9,1,0,105,11.4,855,11:15,17,194,1,2,33.3
158,Trevor Daley,26,DAL,D,77,6,16,22,3,25,4.5,4,2,0,2,12,3,1,107,5.6,1708,22:11,131,36,0,0,
177,Kris Draper,38,DET,C,81,7,15,22,-2,28,1.5,6,1,0,0,14,0,1,98,7.1,935,11:32,19,99,166,153,52
192,Patrick Eaves,25,DET,RW,65,12,10,22,0,26,2.3,11,0,1,1,10,0,0,120,10,874,13:26:00,43,125,4,10,28.6
244,Paul Gaustad,27,BUF,C,65,12,10,22,-7,82,1.6,9,3,0,1,8,2,0,111,10.8,1023,15:45,34,111,586,438,57.2
276,Mike Grier,35,BUF,RW,73,10,12,22,-4,14,1.3,10,0,0,2,11,0,1,123,8.1,1153,15:48,43,94,20,32,38.5
309,Ales Hemsky,26,EDM,RW,22,7,15,22,7,8,2.8,4,3,0,0,10,5,0,57,12.3,395,17:56,11,5,1,0,100
330,Kent Huskins,30,SJS,D,82,3,19,22,6,47,4.3,3,0,0,0,17,2,0,47,6.4,1434,17:29,113,32,0,0,
399,Ales Kotalik,31,NYR,RW,45,8,14,22,-18,38,1.5,4,4,0,3,2,12,0,100,8,627,13:56,15,83,0,2,0
406,Niklas Kronwall,29,DET,D,48,7,15,22,5,32,4.9,4,3,0,0,6,5,4,68,10.3,1052,21:55,62,86,0,0,
475,Todd Marchant,36,ANA,C,78,9,13,22,-16,32,0.4,6,0,3,1,13,0,0,83,10.8,1233,15:49,69,127,284,285,49.9
541,Chris Neil,30,OTT,RW,68,10,12,22,-1,175,2.1,9,1,0,2,12,0,0,100,10,815,11:59,8,242,2,2,50
544,Rob Niedermayer,35,NJD,C,71,10,12,22,3,45,1.7,9,0,1,0,10,1,1,93,10.8,1194,16:49,24,83,478,467,50.6
606,Dion Phaneuf,24,CGY,D,55,10,12,22,3,49,5.4,5,5,0,2,6,6,0,138,7.2,1278,23:14,60,125,0,0,
633,Petr Prucha,27,PHX,C,79,13,9,22,-2,23,1.9,9,4,0,2,7,2,0,128,10.2,1109,14:02,16,73,68,82,45.3
669,Kris Russell,22,CBJ,D,70,7,15,22,3,32,4.7,7,0,0,1,8,7,0,108,6.5,1301,18:35,96,101,0,0,
720,Jon Sim,32,NYI,LW,77,13,9,22,-4,44,2,12,1,0,0,9,0,0,128,10.2,897,11:39,36,121,9,9,50
26,Cam Barker,23,TOT,D,70,5,16,21,5,68,4.3,1,4,0,1,10,6,0,105,4.8,1086,15:31,53,75,0,0,
99,Chris Butler,23,BUF,D,59,1,20,21,-15,22,2.6,1,0,0,0,8,12,0,61,1.6,1181,20:01,66,48,0,0,
133,Cal Clutterbuck,22,MIN,RW,74,13,8,21,-8,52,1.7,10,1,2,1,8,0,0,136,9.6,1057,14:17,29,318,3,7,30
140,Mike Comrie,29,EDM,C,43,13,8,21,-9,30,2.3,8,5,0,0,3,5,0,97,13.4,612,14:14,28,18,25,22,53.2
166,Jason Demers,21,SJS,D,51,4,17,21,5,21,3.7,1,3,0,1,9,8,0,52,7.7,787,15:26:00,40,42,0,0,
231,Cody Franson,22,NSH,D,61,6,15,21,15,16,5.1,5,1,0,3,10,5,0,90,6.7,866,14:12,53,55,0,0,
232,Johan Franzen,30,DET,C,27,10,11,21,1,22,2.6,4,6,0,1,6,5,0,91,11,505,18:42,12,46,15,12,55.6
272,Denis Grebeshkov,26,TOT,D,51,7,14,21,-16,32,2.8,6,1,0,0,6,7,1,47,14.9,1092,21:24,55,43,1,0,100
317,Jack Hillen,24,NYI,D,69,3,18,21,-5,44,3.3,2,1,0,0,13,4,1,78,3.8,1428,20:42,131,38,1,0,100
354,Randy Jones,28,LAK,D,48,5,16,21,-3,28,3.5,3,1,1,1,9,7,0,54,9.3,872,18:10,65,42,0,0,
393,Tomas Kopecky,27,CHI,RW,74,10,11,21,0,28,2,9,1,0,2,10,1,0,95,10.5,701,9:29,11,72,52,66,44.1
398,Tom Kostopoulos,31,CAR,RW,82,8,13,21,4,106,1.5,6,0,2,0,12,0,1,103,7.8,1027,12:31,50,154,10,11,47.6
616,Roman Polak,23,STL,D,78,4,17,21,7,59,5.1,4,0,0,1,17,0,0,73,5.5,1558,19:59,124,138,0,0,
739,Jaroslav Spacek,35,MTL,D,74,3,18,21,9,50,5.4,2,1,0,0,11,6,1,99,3,1613,21:48,134,54,0,0,
859,Ryan Wilson,22,COL,D,61,3,18,21,13,36,4.3,3,0,0,0,18,0,0,46,6.5,993,16:16,76,86,0,0,
96,Brent Burns,24,MIN,D,47,3,17,20,-15,32,2.5,1,2,0,0,8,9,0,104,2.9,1052,22:22,44,97,0,0,
125,Brett Clark,33,COL,D,64,3,17,20,6,28,3.8,1,2,0,1,12,5,0,75,4,1225,19:08,162,55,0,0,
126,Chris Clark,33,TOT,RW,74,7,13,20,-12,48,0.6,7,0,0,1,9,4,0,105,6.7,878,11:52,17,90,7,13,35
155,Kyle Cumiskey,23,COL,D,61,7,13,20,0,20,3.7,5,2,0,1,8,5,0,74,9.5,1208,19:48,105,47,0,0,
